Mensaje,Fecha
Te quiero infinito 💗,2/6/2024
Que lo disfrutes bonita! ,2/5/2024
Te quiero mucho ❤️❤️❤️❤️❤️,1/31/2024
Feliz dia de la amigacion :P,2/8/2024
"Lo que tanto querías, te amo<3",2/5/2024
Feliz día Dianita! Cuidate!,2/6/2024
Orgulloso de mi Doctorita,2/4/2024
💪,2/8/2024
Roberto,1/28/2024
<3 ,1/30/2024
Te amo vv ,2/3/2024
Te amo mi cachetes <3,2/7/2024
así bien inalcanzable ,1/31/2024
Te amo mi niño bonito,2/7/2024
te quiero muuuuuchito ,1/29/2024
Estoy en todas contigo tqm,2/7/2024
Para los culones ,2/8/2024
T amo mucho,2/9/2024
Tqm danysito < 3,2/10/2024
Te amo y gracias por todo amor,2/1/2024
Por qué no?? Toma una rosa❤️,1/31/2024
Amor sabes que te quiero mucho,2/2/2024
IG:@alee.2190 0963501029  :),2/7/2024
tomy te quiero ;),2/7/2024
todo por tu preciosa ,2/9/2024
Te ame malene,2/7/2024
Pa ti 💕🫵🏼😭,2/5/2024
"Tqm mateito, gracias por tanto",2/7/2024
Tamo mi vidaa,2/5/2024
"tqm, feliz 14 mj💘🐡",1/30/2024
Te quiero muchooooo ,2/9/2024
Para el más meco 🙏,2/7/2024
Holi👍,2/2/2024
Te mucho kiero ,2/6/2024
love you jsjsjsj te extraño,2/5/2024
feliz dia de la amistad aguas,2/9/2024
Para la persona mas hermosa,2/8/2024
TQM VIVIS <3,2/4/2024
Te amo pipilina de mi vida ,2/5/2024
Rata,2/8/2024
Te quiero mi enojona 🤍,2/7/2024
Oaaaaa,1/25/2024
Con mucho cariño <3,2/7/2024
Tqm mejor amiga,2/3/2024
lava you ,2/6/2024
Feliz San Valentín,2/5/2024
Feliz día ⚘ te quiero mucho ♡,2/9/2024
Tqm loquita ,1/31/2024
tqm vale linda ♡︎,2/8/2024
Gracias por ser mi amiga,2/5/2024
I love you Emily,1/30/2024
Feliz día mejora te adoro ,2/8/2024
Nunca dejes de brillar tqm,2/9/2024
Tqm Tito gracias por todo ,2/5/2024
Feliz San Valentin mi amor,2/9/2024
SE FELIZ TE AMO 💞,2/6/2024
CUY,2/6/2024
Ailobiusomach,2/9/2024
Tqm reina 🫶🫶,2/8/2024
Feliz dia mi vida 🤍. Te amo..💕,1/31/2024
TQM homogénea ,2/1/2024
Por ser mejores amigos bf,2/8/2024
Quiero mi carioca,2/5/2024
Para la fan de Wattpad <3,2/1/2024
Tqm dama 🫶🏽,2/4/2024
"Te amo, grcias por tu amistad ",1/23/2024
Tqm Mati Feliz San Valentin <3,2/4/2024
Te quiero Meluuu ❤️,2/5/2024
ABCDE,2/4/2024
lyy julii,1/25/2024
Te amo Morales ,2/8/2024
Feliz 14 emi ti amu musho,1/28/2024
Te amo mi vida ,2/3/2024
Vivan los Pous ,1/31/2024
Te amo siempre mejo amigo <3,2/9/2024
eres alguien especial tqm,1/31/2024
monito tqm muakmuak,2/5/2024
Eres una gran amiga ari,2/6/2024
Toma porq si ,2/5/2024
Siempre seré yo ,2/6/2024
"Mi muri bella, muasss<3",1/25/2024
ola te amo isa ,2/5/2024
Loviu,2/9/2024
Feliz dia Dulce Dulcini!,2/6/2024
tqm mami Brigitte,2/8/2024
Te quiero muchoo amiga 🤍,2/8/2024
Confirmaras el san Luis ,2/8/2024
Te queremos <3,2/7/2024
Tqm pacita ,2/8/2024
Feliz día de la amistad wbn 👹,2/9/2024
Tu ultimo correo JAJAJA,2/1/2024
Te adoro tonto ,2/8/2024
Te amo 🤍,2/7/2024
PAUPAU,2/8/2024
Te quiero chinita 🎀,2/7/2024
Eres muy linda tqm 💗,1/30/2024
Feliz San valentin nuv <3,1/25/2024
abc,2/2/2024
"Para mi loquita, la amo ♥️ ",2/2/2024
"Baby Otaku, te extrañamos ",2/5/2024
Rosaaa te amo,2/7/2024
Espero que la pases súper bein,2/3/2024
tamito emojiii,2/7/2024
te amo  ♡,2/4/2024
te quiero full juanito,1/29/2024
Salimos?,2/8/2024
💪,2/6/2024
Para el mejor tutor <3,2/9/2024
Me gustas desde hace mucho,1/30/2024
Te amo rominota💗🎀,2/7/2024
Pásalo estupendo y disfruta ,1/28/2024
Tq negra ,1/30/2024
T quiero mucho mi Jhonsito ❤️ ,1/25/2024
Gracias por todo TQM,2/5/2024
Feliz Valentin ññ te amo full🩷,2/6/2024
<3solotutelomerecesmibbsito,2/5/2024
Tqm negra ,2/7/2024
Te amo bebé 💗,1/31/2024
Con cariño mi niña ,2/9/2024
Teamo bobu💘,1/31/2024
Que te valla bien hidrógeno,2/6/2024
Te quiero mucho Mayli,2/4/2024
Te extraño paulita ,2/2/2024
Culona😍🤤🤤,2/6/2024
Is it gay to hug the homies,2/6/2024
Ola Negreta bella te amo ,2/7/2024
Te quiero mucho feliz dia,2/6/2024
Te amo cielito ,1/26/2024
Te amo vida mía ,1/30/2024
Hasta que seamos estrellas ❤️,2/8/2024
Te quiero fran ,2/1/2024
tq un universo :)))))))))))))),1/25/2024
para mi espose <3,2/6/2024
Feliz San Valentín <3,2/9/2024
Siempre juntas ,2/5/2024
Al señorito mi mejor amigo :D,2/7/2024
"""Ikigai"" ""Aeternum you and me""",1/25/2024
Feliz san Valentín 🍎💗,1/31/2024
Nunca olvides que te amo❤️,1/25/2024
Te quiero mi Sami ,2/1/2024
TQM Mimamela ,2/3/2024
JapiValentinesNandy<3,2/9/2024
Te amo mi amor,1/29/2024
Para la chica mas bonita <3,2/6/2024
Para mi linda dome,2/2/2024
Para la enamorada:),2/9/2024
Feliz 1er mes mi amor T.A.M Ly,2/8/2024
I love You Cj ,1/27/2024
perdón te quiero ,2/8/2024
TQM Keylilla,2/7/2024
feliz sanvalentin <3,1/30/2024
Feliz San Valentin,1/27/2024
Te amo cielo,2/3/2024
Gracias por ser mi amiga :),2/7/2024
Eres mi sueño hecho realidad 💗,2/1/2024
Para mi mejor amiga del mundo.,2/7/2024
Te quiero olvidona <3,2/8/2024
Te quiero y amo mucho 💕,2/8/2024
Gracias por quererme tanto :D,2/7/2024
feli san valentin papa noel,2/6/2024
GraciasPorTuAmistad:) ,2/5/2024
"""La amistad es un alma alegre""",2/9/2024
Feliz san Valentín ,2/1/2024
Love U Maria <3,2/6/2024
Feliz navidad Oe 😜,2/6/2024
te quiero demasiado may ♡,2/5/2024
Te quiero muchito,2/9/2024
Para la mejor amiwita :3 ,2/7/2024
Gracias por ser mi amix :3,1/29/2024
Te amo <3,2/8/2024
Feliz San Valentín Anto <3,2/4/2024
Te amo Rafita 💗,2/7/2024
Gracias por siempre apoyarme 😽,2/8/2024
ola teamo <3,2/6/2024
Feliz día mamilinda 💗,2/7/2024
Cucu,1/29/2024
Loquita :),2/10/2024
Te amo mi Andy Pandy! <3 <3 <3,2/6/2024
Feliz San Valentín ,1/30/2024
Feliz San Valentín niñaa poste,2/9/2024
te amo bro,2/9/2024
Tqm mi amiguira,1/26/2024
"FELIZ CUMPLE MARI TQM<(^,^)>",2/9/2024
Una Flor Para Otra Flor,2/8/2024
para la mas linda miso,2/8/2024
Caerán templo 🥳,2/6/2024
Feliz dia vale de mi vida tqm,2/7/2024
Te amo Luciana <3,2/7/2024
Lvysm <3,2/8/2024
te quiero full bro,2/6/2024
Te amo beba ,1/29/2024
Feliz San Valentin Nanita ,2/7/2024
Te amo mi niña,2/8/2024
holi ❤️,2/8/2024
Quiero verte ,1/31/2024
Se te quiere Leito ,2/9/2024
tqm,2/6/2024
"Eres la mejor, nunca cambies.",2/6/2024
te quieroo,2/1/2024
T amo camarón💗,1/26/2024
Mejor este que el de aguacate ,2/3/2024
Ojala y un dian coincidamos ;),2/6/2024
te quelo mucho :),2/2/2024
Te amo mi 💘 💖 💌 ,2/5/2024
Para la lechera mas bonita jej,2/2/2024
Te quiero julydemivida ❤️,1/30/2024
Como Adan y Eva pequemos,2/9/2024
Eres un flor🌹🌻,2/9/2024
"Te amo, feliz día mi amor.",2/5/2024
Tqm gracias por tu amistad ,2/6/2024
Te amo kamilita ,2/5/2024
Tkm mojojojo ,1/29/2024
Tqm Sami pasala bonito,1/31/2024
"Hola mi preciosa, t amo <3",2/3/2024
Luv u<3333,1/26/2024
Feliz San Valentin ❤,2/7/2024
KKKKK,2/10/2024
Te quiero mucho samy linda,2/5/2024
Feliz día hermane 😘,2/6/2024
"TQMMMM, eres la mejor <3",2/8/2024
Tqm sapote 🐸💗✨,2/2/2024
Felíz San Valentín ♡,1/31/2024
te quiero mucho bebé bendicón,2/9/2024
"Dos palabras, cinco letras..",2/9/2024
Jorgette mi novio,2/7/2024
hola gracias x td TQM,2/5/2024
Cuando nace el bebé? 😏,1/30/2024
te quiero,2/3/2024
Te amo guapa,2/9/2024
Te amo Rebequitaaaa! <3,2/6/2024
me caes mal ya?,2/9/2024
Me gustas mucho Att: E ❤️,2/5/2024
te amo chiquita eres la mejor ,1/30/2024
Feliz San Valentín Pomelito,1/31/2024
Espero te guste mi amor te amo,2/4/2024
FELIZ DIA MI AMOR <3 ,2/9/2024
Que lindo tenerte de Presi <3,2/6/2024
Ya sabes quien. Tqm Preciosa ,1/25/2024
muack teamovida,2/4/2024
Tqm mi playa,2/1/2024
Espero q te gusten las gomitas,2/7/2024
Maaas rosas para mi pequeña ❤️,2/6/2024
Emi valórate ,2/9/2024
Tq Ortito  Nico,2/7/2024
"Se te quiere brodi , unos wz",2/7/2024
Feliz San Valentín 💘 ,2/8/2024
Acá te manda un rosa tu fav ,2/8/2024
Puedes lograrlo todo⚽,2/1/2024
Te quieroo full pero,2/1/2024
Te quiero muchoo ❤❤,1/31/2024
feliz san valentín mi preciosa,1/25/2024
me encanta tu sonrisa te amooo,2/6/2024
Deja de humillarme guapa tqm,2/5/2024
Te extraño :( Escríbeme ,2/8/2024
"Te amo tori bella, vivi 💗",2/7/2024
Felíz cumpleaños atrasado :),2/5/2024
Te quiero mucho ❤️,2/10/2024
Tquiero mucho mi Leandro ,2/6/2024
feliz dia de la amistad eduu,1/29/2024
Te amo mija♡... ,2/8/2024
Tq emmita,2/7/2024
0984368675,2/5/2024
Te kiero mucho <33,2/6/2024
Teamo hermosa ,1/30/2024
Te amo cheni <3,1/26/2024
"Ya sabes, tu AS ",2/9/2024
Para mí mejor amiga 😻,2/5/2024
te vas de mi vida y me muero,2/5/2024
Mi turron de azúcar en fort💗,2/6/2024
Siempre espectadirees🤍💙 Tamouu,2/1/2024
Te quiero un montón 💗💗,2/7/2024
Te quiero Dayaa 🩷 Feliz día ,2/7/2024
tqm peloon ,2/6/2024
AD ASTRA PER ASPERA,2/2/2024
Te amo mucho minuta,2/5/2024
te amo mucho mi vida,1/30/2024
T.q.m mija 💗,2/9/2024
Te  amo mi niña ,2/9/2024
Feliz San Valentín 💞,2/5/2024
Gracias por esos consejos 💗,2/8/2024
Para Ary mi querida hermana 😃,2/6/2024
Jhaelsito <3,1/27/2024
YA NO ME ODIES TANTO XFII 😝,2/2/2024
Tqm guapota,2/8/2024
Arañita,1/26/2024
Waza,2/6/2024
te quiero muchísimooo,2/9/2024
Feliz San Valentín princesa ❤️ ,2/7/2024
Tqm espero que te guste 🫶🏼,2/8/2024
Anonimo,2/7/2024
Feliz san valentin my life ,2/5/2024
Te quiero vesti ,2/9/2024
Espero te guste guapa,2/8/2024
Para un 🦆q me hace feliz,2/2/2024
tqm mi tortilla de huevo ,2/8/2024
Tqm Monse 💗,2/7/2024
te quiero mi gringanegra <3,1/31/2024
Acompañante de locuras T.Q.M❤❣,2/6/2024
Te quiero setty ,2/1/2024
Para una gran amiga ,2/6/2024
Te quiero mi Ari <3,2/5/2024
Gracias por todas lu💗,2/10/2024
Te amou,1/30/2024
Te quiero mucho vicku,1/31/2024
Eracarbonigualqviverperonodejo,2/5/2024
Te quiero y extraño mucho carl,2/6/2024
te quiero muxo vv,2/6/2024
Para la primita más bella💕,2/4/2024
Mel TQM,2/9/2024
Feliz 14 ,2/9/2024
Gracias por volver a mi vida ❤️,1/30/2024
Tqm multicolor💘,2/6/2024
Eres mi san Valentín mi amor<3,2/5/2024
te amo siempre marianita ,2/5/2024
Tqm ,2/1/2024
Te amo Mabe 💗,2/7/2024
Gato lindo tq att: D.P.C.A,2/7/2024
Feliz san valentín mi amiga <3,2/9/2024
Tqm marieee,2/8/2024
te quiero mucho :),2/7/2024
Feliz san Valentín 💗💋,2/3/2024
para el mjr amigo del 🌎 tqm,1/28/2024
🦉,2/5/2024
Te quiero jsjsj,1/25/2024
Leslie te amo con mi vida ,2/7/2024
Teadoro,1/30/2024
Se te extraña,2/8/2024
Con cariño mika tú BFF T.Q.M💖,2/9/2024
Love you Juli,1/26/2024
De Bob para la más bonita,2/1/2024
Gordis hermosa pa tu ,2/6/2024
Para mi chiquilla linda T.Q.M,2/8/2024
Te amo muchooo,1/30/2024
De mi para ti,1/27/2024
Te quiero mucho Dannita 🫶,2/7/2024
Te amo  mucho ,2/7/2024
Te quiero mucho,1/27/2024
"Tqm ,feliz día de la amistad 💗",2/8/2024
Gracia por hacerme los debres ,1/26/2024
Todo por ti miamorsote 🫶🏽,1/25/2024
para que nunca dejes tuschuros,2/6/2024
Para mi misma :( ,2/4/2024
"A los años, disfruta...",2/1/2024
Hola,2/7/2024
Te quiero fuuull loquita,2/7/2024
Me gustas Taira ♥️ Att:J,2/6/2024
felizzz san valentin👊🏾👊🏾,2/2/2024
Tqm chimpi :3,2/8/2024
Para la más bonita ,2/6/2024
Para que me recuerdes 😼,2/9/2024
se te quiere pendeja ,2/7/2024
Tqro,2/9/2024
Te amo como no tienes idea ,2/2/2024
tqm mi negra afro grax por tod,2/7/2024
Chúpalo,2/9/2024
Se le quiere mucho ,1/25/2024
Te amo muchoo mi amor💚,2/5/2024
"Feliz día, te amo pelao",2/1/2024
mejora esos gustos arriba Lana,2/10/2024
Hola Miki te quiero mucho ,2/7/2024
Para mi niña k la amo muucho ,2/3/2024
Ojala te gusteee.,2/7/2024
Te quiero muchísimo velez :))),1/29/2024
Tu eres protagonista <3,1/25/2024
disfruta los chocolates linda ,2/5/2024
Para el mejor amigo del mundo,2/8/2024
Sapita TQMM ,2/1/2024
Te extraño mi amor ,1/27/2024
T quiero martinn,2/6/2024
Para cuando te hago hombre ,2/1/2024
Para mi real del GYM,2/8/2024
Te quiero mucho feliz día ,2/5/2024
T quero mucho vidaa mia 😘❤,2/2/2024
Por más lunchys juntas,1/31/2024
tqm mi lindota,2/5/2024
Te amo ❤️,1/27/2024
Te quiero mucho IHANA 😍 ,2/5/2024
Para q sepas q te extraño,2/7/2024
Feliz san Valentín ,2/8/2024
pau o prin,2/5/2024
Feliz día borreguito ,2/5/2024
I LOVE YOU,2/1/2024
Ya que tanto jodes ;),2/5/2024
 Te amo mucho mi princesa,1/26/2024
Te necesitotoda mi vida ♡,2/7/2024
Pa que ya no estes bravita ,2/8/2024
te amo ,1/27/2024
gracias por ser mi mejor amiga,2/8/2024
loviumailov 💘,2/1/2024
Para q novio si me tienes a mi,2/1/2024
:D,2/7/2024
Del sapo para la sapa,2/5/2024
t quiero,2/8/2024
Tq Anaa ,2/7/2024
te amo mucho mucho 🩷,2/1/2024
Te amo mi vida ❤️,1/31/2024
feliz dia d amistad ame :),1/25/2024
Te amooo 💕,2/5/2024
Feliz día licen <3,1/25/2024
Es mosafasgasgasg,1/31/2024
T amito <3,2/6/2024
Feliz dia mi novio lindo,2/6/2024
Te quiero demasiado Miquita 💗,2/10/2024
Espero te guste el regalo ,2/1/2024
"Tqm amiguita, nunca cambies 💗",1/25/2024
Ti amuuuuu gracias por todo,2/6/2024
Te quiero mucho mi Pandobo♡,2/5/2024
fliz día de la amistad ,1/30/2024
te amo 💕,2/8/2024
"Vale, te quiero mucho",1/30/2024
Te quiero mucho ❤️,1/25/2024
Comerás gaste plata.,2/6/2024
Tquiero enormemente Gabulalula,2/6/2024
Te lo debia,2/6/2024
Te adoro Ari ,2/8/2024
Para ti Chiqui Fresa :),2/7/2024
"ly mads, muaak ",2/7/2024
Ojala volver a vernos pronto,1/31/2024
te amo mi cami ❤️,2/7/2024
Mi regalo te representa 💋,2/8/2024
Un regalo para un amigo😘 De:A,2/5/2024
"att: tu alta favorita, besos ",2/6/2024
Mi coquette,1/29/2024
isaxm.n jaja ,1/27/2024
Toma vv,1/29/2024
Para mí Pedrita favorita :3,2/9/2024
Te amo mochito de mi vida 🃏❤️,2/9/2024
De mis mejores amistades 🫶,2/5/2024
feliz san valentinn sebas 💗,2/6/2024
Te amo también<3,2/2/2024
Te quiero bonita ,2/8/2024
T quiero gay ojala t mueras ;),2/6/2024
No olvides que eres bella ♡,2/8/2024
^^,2/2/2024
c te ama,2/4/2024
Te amu <3,2/7/2024
mi vida,2/2/2024
Ti amo sally💗,2/9/2024
Feliz san Valentín nena tamo 💗,2/2/2024
Te amoooo 💗 ,1/31/2024
HOlaaa moor TAmo MuCho mua,2/7/2024
TE AMOO MUCHO ,1/29/2024
Feliz San Valentín CACARO💗,2/8/2024
rata negra t adoroo (ɔ◔‿◔)ɔ♥,2/9/2024
que increíble que eres te amo ,1/25/2024
Para ti Osito pasala bien :),2/8/2024
 Cuchiii ,2/2/2024
pain in.. but you are the best,2/6/2024
tqm nahual ♡,2/1/2024
Te amo guapaaa,2/5/2024
Para mi negra favorita ,1/29/2024
Abejas ❣️,2/8/2024
"Feliz san valentin Cami, tqm 💗",2/5/2024
Te amo reina jajaja Mai..,1/25/2024
"Gracias por todo, te quiero ",2/6/2024
Te quiero mucho <3,2/2/2024
Besos amen ,2/2/2024
Feliz San Valentín gemela TQM♡,2/3/2024
Tqm❤️,2/1/2024
Ya deja el vicio del yt 😘,2/6/2024
feliz san valentin nao tq,2/2/2024
Para mi compañera de chismes,2/8/2024
Iluminas mi mundo 💖 E ,1/29/2024
Te amo un mundo linda ♡,2/5/2024
OJALA TE GUSTE  LINDA ^^,2/2/2024
Para mi linda Saviloe tqm,2/9/2024
de tu amiga secreta :3 ,2/9/2024
Te amo peleonaaaaa,2/9/2024
"Gracias por estar, te amo <33",1/29/2024
Para mi pidaña resentida fav<3,2/8/2024
Me encantas ,2/6/2024
feliz día 🦦,2/9/2024
Te quiero mucho Bananaa,2/6/2024
mi #1,1/28/2024
Mmmm si <3,1/30/2024
teamoysiemprelohareprincesa:),2/7/2024
Mas bonitos son los churos :v,1/30/2024
Tqm princesa ,2/6/2024
mi emy guapa t amo ,1/25/2024
your eyes make me get in love,2/9/2024
Te quiero mucho Perúano 💕,1/29/2024
Te amo♡,2/7/2024
Love you Isita,2/7/2024
Espero te guste  ,2/8/2024
El Max no te merece 🤟,1/30/2024
tqm camionsito ,2/9/2024
Para la mejor novia del mundo ,2/9/2024
Te quiero mucho Carito 💖😊,2/5/2024
T amo   negre   ; ,2/8/2024
Feliz dia al mejor amigo ❤️,2/8/2024
Q mas v,2/6/2024
Lov yu 🫶🏼,2/8/2024
-Buon San Valentino bella.,1/28/2024
Te amo mucho  ,1/26/2024
Volveré cuando estes lista Mai,2/7/2024
Tqm Bestiee,1/25/2024
Tq color papel 💗,2/5/2024
te quiero mucho mi nena linda ,2/8/2024
Para Ari que la quiero mucho<3,2/10/2024
TQM  amiguita ,2/6/2024
Feliz San Valentínnn ,2/5/2024
Eres muy hermosa ,2/8/2024
te quiero feliz san valentin,2/5/2024
toma tu kilo de besos,2/8/2024
Te amoooo 💗,1/26/2024
Can i call you tonight ?  M,2/7/2024
Gracias bro,1/31/2024
Holi tqm,2/9/2024
Te la debia hermosa te quiero ,2/7/2024
Para mi enana favorita ,1/31/2024
Te quiero sayu ,1/28/2024
"Deja de ser grosera, Pasa ",2/7/2024
Te amo mi cielo 💗✨️,2/1/2024
Mi negra 😻,2/9/2024
ISM North < ISM Quito,2/9/2024
Tqmmm mi giuliii ♡,2/9/2024
Hay q conversar mas Moshi,2/7/2024
Te quiero Pau ,2/7/2024
"Te amo, Cris <33",1/26/2024
Feliz San Valentin chiki,2/9/2024
"Tqm paulita, denuncia? AJJAJAJ",2/8/2024
Para mí niña hermosa ,2/1/2024
Holaaaa :3,2/6/2024
Feliz día 🤍,1/26/2024
;3,2/8/2024
"te amo loca, eres todo para mi",2/1/2024
Te extrañoo,1/30/2024
QUE SI JANICE QUE SIIIIIIIIIII,2/9/2024
Te quiero ❤️💕 ,2/2/2024
Only youu my lovee ,2/8/2024
Del JK,2/6/2024
Te amito mucho ♡,2/5/2024
Enana,1/30/2024
Te amo 5 billones ,1/25/2024
Feliz san Valentín mutación ,2/9/2024
Mi lucifera <3,2/1/2024
Para mi niña preciosa ,2/8/2024
Te amo desgraciada ,2/2/2024
Te mando esto xq me agradas c:,2/2/2024
Espero que te guste Andy♡♡,2/10/2024
Salmos 20:4,2/4/2024
La chica más guapa del cole ❤️,2/7/2024
Feliz día Moon ,2/3/2024
Disfruta bro ,2/8/2024
Te quiero mi vida rena 🫶🏻💗,1/30/2024
q pasa el tiempo y no t olvido,1/30/2024
feliz san valentin mi amor ,2/7/2024
Te quiero mucho mela ,2/5/2024
"Tqm Abriii, pásala super bien🫶🏻",1/29/2024
Feliz San Valentín 🫶,2/9/2024
I LOVE YOU,2/7/2024
Juli eres increible ,2/6/2024
Te quiero muchooo💖,1/29/2024
Te extraño muchísimo enana ,1/25/2024
Feliz San Valentín Nico <3,2/4/2024
Yo si te envio algo,1/31/2024
Gracias por tu amistad,2/2/2024
Lo siento ,2/2/2024
La rubia y pelinegra. Te amo.❤️,1/30/2024
Te amooo perre nunca cambies ,2/6/2024
deje de llorar idk lqm,2/2/2024
Feliz San Valentin corazon mio,2/9/2024
Tq quiero mucho mi hermosa :),2/8/2024
 feliz día sapa👋🏿👋🏿👋🏿,2/8/2024
Te quiero muchooo ,2/1/2024
Para mi Polaca coquette 💗🎀,1/25/2024
Mami soy tu vaquero ,2/1/2024
Te quiero mucho,1/29/2024
Para ti mi vida xd,2/1/2024
"Eres muy lindaaa, tqm  <3",2/8/2024
gracias por ser la mejor ñaña,2/7/2024
Feliz San Valentin :3 ,2/5/2024
Tqm Manu ,1/31/2024
Feliz San Valentín Ari 💗,2/8/2024
Te quiero precioso ,2/1/2024
Te amo naty eres la mejor muak,2/6/2024
Salgamos a tomar algo!!,2/8/2024
te mereces más ,2/5/2024
Te quiero un montón Sam <33,1/30/2024
TQMM ,2/4/2024
Feliz día  de la amistad <3,2/5/2024
Un roblox o q?,1/26/2024
Tus caramelitos ,2/1/2024
Ay bb es que tú también ,2/10/2024
Te quiero muchito<3,2/8/2024
Unas gomitas pa ti🤗,2/9/2024
"Pásala muy bn hoyy, feliz diaa",2/5/2024
Te quiero mucho 🌷💕,2/7/2024
Te quiero mucho ñaño 💖,2/6/2024
Se te quiere mucho tu amiga DJ,2/1/2024
te amo bandida,2/6/2024
para tu uwu,2/6/2024
💗,2/10/2024
Pásame matemáticas ,1/29/2024
Pa la más bonita de la facu xd,2/10/2024
teamo,2/9/2024
Te quiero un MUNDO,1/24/2024
Me duele el bellakito,2/1/2024
Te amo mucho hermanita,2/8/2024
Para mi negro favorito💗,1/30/2024
espero te gusten ,2/6/2024
🫶🏻,1/30/2024
tú sabes quién soy pista? rojo,2/5/2024
"Te amo Bri, eres mi ejemplo 💝",2/6/2024
Te quiero mucho nicole,2/9/2024
Wuenas bro :D,2/6/2024
Te adoro mucho 🫶🏻,2/5/2024
(⁠ ⁠◜⁠‿⁠◝⁠ ⁠),1/25/2024
~M&M ,2/8/2024
Pa la rubia mas adefeciosa,2/9/2024
Te quiero mucho poTch,2/6/2024
Te quierooo,2/9/2024
Te amo Senior fav ,2/8/2024
Con mucho amor para ti vv,2/2/2024
Para mi jugadora de volley fav,2/3/2024
Te amo mucho ,1/26/2024
Tumama :D,2/7/2024
Te quiero dome ,2/1/2024
Te amo mejoramigo <3,1/30/2024
El bendito collar de aguacate,2/5/2024
Te quiero mucho mi princesa ,2/7/2024
Te amo rubia ,2/1/2024
Eres sempiterno com serendipia,2/7/2024
Ti amo pola,1/25/2024
Yo tqm ñañito<3,2/5/2024
Maldita t amo,1/30/2024
tqm linda feliz San Valentín ,2/6/2024
Para mi dúo dinámico<3,2/7/2024
T quiero mucho Maemi. ,2/10/2024
Que onda perdida ,2/6/2024
Pasa un bonito San Valentín,2/9/2024
sb,1/27/2024
El cielo es negro como yo 😽,2/5/2024
"Te extraño Analía, cuidate.",2/1/2024
Para ti churon lindo,2/7/2024
Te amo mi pequeñita 💗 ,2/2/2024
Por ser el mejor amigo ,2/6/2024
te amo neusale <3,1/31/2024
Feliz San Valentín Dany Insain,1/29/2024
el proximo año ya la pones bro,2/2/2024
te quiero mucho Gaby vaquita ,2/8/2024
T amo muchoo,2/8/2024
Te amo mi bonita <3,2/7/2024
Para el amor de mi vida te amo,1/29/2024
Teamo mucho ,2/5/2024
TE AMO LOCO ,2/6/2024
Feliz Día Canelitaaa ,1/30/2024
My Hamilton bae ilysm,1/29/2024
Te amo cuchurrumin ,2/8/2024
Te quiero mucho Kate <3,2/6/2024
Te amo un mundo ,2/4/2024
para el mejor esposo<3,2/5/2024
ya pero cita en maincra?,2/9/2024
x lo que un dia fue,1/27/2024
Me das mis tres dolares :),2/1/2024
T amo linda,2/9/2024
Flavi te quiero mucho 🫶🏻🫶🏻,1/30/2024
Comeras TOMATES chatias,2/1/2024
TQM :3,2/5/2024
Para una muy linda persona :3,1/30/2024
Ly Suamuel <3,1/30/2024
X ser la mejor presi ;),2/9/2024
"Ojalá te caigas odioso, tqm 💗",2/6/2024
Te odio (Tqm main fang),1/26/2024
Feliz san Valentín ,1/29/2024
Te amo muñequito (*ᴗ͈ˬᴗ͈) ,1/29/2024
te amo mucho y por siempre ,1/31/2024
🐠♡tqm♡,2/4/2024
Feliz San Valentín te quiero,1/29/2024
te amo mucho amor 💗,2/8/2024
"tqm niño, ya sorry:'",2/8/2024
LE ADOROO MI RETITA SUCIAAA😌<3,1/30/2024
Tqmngritoguapote,2/7/2024
Volvamos...,1/25/2024
Feliz San Valentín gomita 💗,2/6/2024
Te quiero mucho mi amor 💗,2/6/2024
Holaaaa ,1/30/2024
Gracias amiguita,2/8/2024
Te amo mi em att:danita,2/6/2024
♥️,2/1/2024
Feliz día sis ⚘ Te amo ❤,2/9/2024
te quiero mucho camoo,2/5/2024
Gracias por soportarme TQM❤️,1/30/2024
Sabes que eres especial parami,2/8/2024
🤍,2/6/2024
Feliz San Valentín TKM 💗,2/6/2024
Eres un amigo en el que confio,2/2/2024
Que nuestra amistad sea eterna,2/7/2024
I LOVE YOU ❤️ ,2/7/2024
Te amo Rafita linda ,2/8/2024
Por la amistad :),2/9/2024
Me gustas desde mucho tiempo ,2/5/2024
Te amo mi vida ,2/1/2024
Besotes precioso,2/1/2024
Te quiero mucho😘,2/9/2024
Te quiero mucho 💜,1/25/2024
TE AMO AMOR ,2/7/2024
Te quiero mucho!,2/6/2024
Tkm negrote 🤍,2/5/2024
por más negocios ,2/5/2024
Y amo insano ,2/7/2024
teamamos nixon.  ,2/7/2024
Para la /el  mejor hormiga 😿💕,2/6/2024
Te amo muchísimo mi preciosa,1/26/2024
"Vales mucho,t amo un mundo💟 🦋",2/8/2024
Tqmm ,2/3/2024
Tqm vv uwu,2/8/2024
🫐,2/8/2024
"feliz cumple mi amor, te amo♡.",2/6/2024
Tqm Vale,2/8/2024
tqm mi andreitaaa,2/1/2024
FELIZ SAN VALENTIN  ,2/2/2024
